[Epoch 1 | Batch 000 | Step 00] Loss_cls = 2.3819, Loss_grad = 62.0000, L2 = 0.3313, Dot = 0.1183, Cosine = 1.0000
[Epoch 1 | Batch 010 | Step 02] Loss_cls = 1.6080, Loss_grad = 55.8156, L2 = 0.1327, Dot = 0.0121, Cosine = 0.9003
[Epoch 1 | Batch 010 | Step 03] Loss_cls = 1.5539, Loss_grad = 34.3393, L2 = 0.1067, Dot = 0.0073, Cosine = 0.5539
[Epoch 1 | Batch 010 | Step 04] Loss_cls = 1.5122, Loss_grad = 2.7985, L2 = 0.1003, Dot = 0.0047, Cosine = 0.0451
[Epoch 1 | Batch 011 | Step 00] Loss_cls = 1.7247, Loss_grad = 62.0000, L2 = 0.2522, Dot = 0.0528, Cosine = 1.0000
[Epoch 1 | Batch 011 | Step 01] Loss_cls = 1.6047, Loss_grad = 61.9945, L2 = 0.1807, Dot = 0.0219, Cosine = 0.9999
[Epoch 1 | Batch 011 | Step 02] Loss_cls = 1.6109, Loss_grad = 55.7060, L2 = 0.1674, Dot = 0.0195, Cosine = 0.8985
[Epoch 1 | Batch 011 | Step 03] Loss_cls = 1.5895, Loss_grad = 33.4420, L2 = 0.1374, Dot = 0.0132, Cosine = 0.5394
[Epoch 1 | Batch 011 | Step 04] Loss_cls = 1.5575, Loss_grad = 16.8485, L2 = 0.1083, Dot = 0.0041, Cosine = 0.2717
[Epoch 1 | Batch 012 | Step 00] Loss_cls = 1.6922, Loss_grad = 62.0000, L2 = 0.1810, Dot = 0.0232, Cosine = 1.0000
[Epoch 1 | Batch 012 | Step 01] Loss_cls = 1.6630, Loss_grad = 61.9952, L2 = 0.1612, Dot = 0.0178, Cosine = 0.9999
[Epoch 1 | Batch 012 | Step 02] Loss_cls = 1.5358, Loss_grad = 55.0235, L2 = 0.1156, Dot = 0.0085, Cosine = 0.8875
[Epoch 1 | Batch 012 | Step 03] Loss_cls = 1.4868, Loss_grad = 50.7125, L2 = 0.1089, Dot = 0.0076, Cosine = 0.8179
[Epoch 1 | Batch 012 | Step 04] Loss_cls = 1.4508, Loss_grad = 39.5423, L2 = 0.1112, Dot = 0.0068, Cosine = 0.6378
[Epoch 1 | Batch 013 | Step 00] Loss_cls = 1.5503, Loss_grad = 62.0000, L2 = 0.1331, Dot = 0.0130, Cosine = 1.0000
[Epoch 1 | Batch 013 | Step 01] Loss_cls = 1.4984, Loss_grad = 61.9899, L2 = 0.1172, Dot = 0.0087, Cosine = 0.9998
[Epoch 1 | Batch 013 | Step 02] Loss_cls = 1.5034, Loss_grad = 47.9460, L2 = 0.0943, Dot = 0.0053, Cosine = 0.7733
[Epoch 1 | Batch 013 | Step 03] Loss_cls = 1.5378, Loss_grad = 24.4960, L2 = 0.1196, Dot = 0.0090, Cosine = 0.3951
[Epoch 1 | Batch 013 | Step 04] Loss_cls = 1.5083, Loss_grad = 7.3226, L2 = 0.1226, Dot = 0.0051, Cosine = 0.1181
[Epoch 1 | Batch 014 | Step 00] Loss_cls = 1.8023, Loss_grad = 62.0000, L2 = 0.3170, Dot = 0.0649, Cosine = 1.0000
[Epoch 1 | Batch 014 | Step 01] Loss_cls = 1.6369, Loss_grad = 61.9975, L2 = 0.1956, Dot = 0.0239, Cosine = 1.0000
[Epoch 1 | Batch 014 | Step 02] Loss_cls = 1.5414, Loss_grad = 53.8963, L2 = 0.1424, Dot = 0.0181, Cosine = 0.8693
[Epoch 1 | Batch 014 | Step 03] Loss_cls = 1.5170, Loss_grad = 44.5851, L2 = 0.1526, Dot = 0.0194, Cosine = 0.7191
[Epoch 1 | Batch 014 | Step 04] Loss_cls = 1.4590, Loss_grad = 30.4103, L2 = 0.1406, Dot = 0.0119, Cosine = 0.4905
[Epoch 1 | Batch 015 | Step 00] Loss_cls = 1.7241, Loss_grad = 62.0000, L2 = 0.2044, Dot = 0.0261, Cosine = 1.0000
[Epoch 1 | Batch 015 | Step 01] Loss_cls = 1.6487, Loss_grad = 61.9964, L2 = 0.1359, Dot = 0.0124, Cosine = 0.9999
[Epoch 1 | Batch 015 | Step 02] Loss_cls = 1.5885, Loss_grad = 52.9499, L2 = 0.1305, Dot = 0.0136, Cosine = 0.8540
[Epoch 1 | Batch 015 | Step 03] Loss_cls = 1.5348, Loss_grad = 44.6601, L2 = 0.1521, Dot = 0.0164, Cosine = 0.7203
[Epoch 1 | Batch 015 | Step 04] Loss_cls = 1.4364, Loss_grad = 29.5859, L2 = 0.1362, Dot = 0.0100, Cosine = 0.4772
[Epoch 1 | Batch 016 | Step 00] Loss_cls = 1.7406, Loss_grad = 62.0000, L2 = 0.2518, Dot = 0.0459, Cosine = 1.0000
[Epoch 1 | Batch 016 | Step 01] Loss_cls = 1.5965, Loss_grad = 61.9876, L2 = 0.1656, Dot = 0.0179, Cosine = 0.9998
[Epoch 1 | Batch 016 | Step 02] Loss_cls = 1.6007, Loss_grad = 50.8155, L2 = 0.1605, Dot = 0.0215, Cosine = 0.8196
[Epoch 1 | Batch 016 | Step 03] Loss_cls = 1.5866, Loss_grad = 34.6465, L2 = 0.1380, Dot = 0.0149, Cosine = 0.5588
[Epoch 1 | Batch 016 | Step 04] Loss_cls = 1.5758, Loss_grad = 26.8823, L2 = 0.1281, Dot = 0.0089, Cosine = 0.4336
[Epoch 1 | Batch 017 | Step 00] Loss_cls = 1.7982, Loss_grad = 62.0000, L2 = 0.2022, Dot = 0.0265, Cosine = 1.0000
[Epoch 1 | Batch 017 | Step 01] Loss_cls = 1.7343, Loss_grad = 61.9883, L2 = 0.1650, Dot = 0.0167, Cosine = 0.9998
[Epoch 1 | Batch 017 | Step 02] Loss_cls = 1.7703, Loss_grad = 52.2120, L2 = 0.1357, Dot = 0.0116, Cosine = 0.8421
[Epoch 1 | Batch 017 | Step 03] Loss_cls = 1.7971, Loss_grad = 28.7125, L2 = 0.1107, Dot = 0.0074, Cosine = 0.4631
[Epoch 1 | Batch 017 | Step 04] Loss_cls = 1.8283, Loss_grad = 11.0691, L2 = 0.1059, Dot = 0.0046, Cosine = 0.1785
[Epoch 1 | Batch 018 | Step 00] Loss_cls = 1.7142, Loss_grad = 62.0000, L2 = 0.1717, Dot = 0.0189, Cosine = 1.0000
[Epoch 1 | Batch 018 | Step 01] Loss_cls = 1.6708, Loss_grad = 61.9481, L2 = 0.1642, Dot = 0.0174, Cosine = 0.9992
[Epoch 1 | Batch 018 | Step 02] Loss_cls = 1.4677, Loss_grad = 42.4573, L2 = 0.1778, Dot = 0.0155, Cosine = 0.6848
[Epoch 1 | Batch 018 | Step 03] Loss_cls = 1.3066, Loss_grad = 28.4573, L2 = 0.2353, Dot = 0.0144, Cosine = 0.4590
[Epoch 1 | Batch 018 | Step 04] Loss_cls = 1.1319, Loss_grad = 23.2242, L2 = 0.2243, Dot = 0.0198, Cosine = 0.3746
[Epoch 1 | Batch 019 | Step 00] Loss_cls = 1.7363, Loss_grad = 62.0000, L2 = 0.2888, Dot = 0.0568, Cosine = 1.0000
[Epoch 1 | Batch 019 | Step 01] Loss_cls = 1.7006, Loss_grad = 61.9688, L2 = 0.2670, Dot = 0.0581, Cosine = 0.9995
[Epoch 1 | Batch 019 | Step 02] Loss_cls = 1.4470, Loss_grad = 49.8009, L2 = 0.1962, Dot = 0.0250, Cosine = 0.8032
[Epoch 1 | Batch 019 | Step 03] Loss_cls = 1.2114, Loss_grad = 7.3726, L2 = 0.1345, Dot = 0.0028, Cosine = 0.1189
[Epoch 1 | Batch 019 | Step 04] Loss_cls = 1.1508, Loss_grad = 19.6503, L2 = 0.2154, Dot = 0.0300, Cosine = 0.3169
[Epoch 1 | Batch 020 | Step 00] Loss_cls = 1.9541, Loss_grad = 62.0000, L2 = 0.3766, Dot = 0.1147, Cosine = 1.0000
[Epoch 1 | Batch 020 | Step 01] Loss_cls = 1.7282, Loss_grad = 61.9871, L2 = 0.2299, Dot = 0.0474, Cosine = 0.9998
[Epoch 1 | Batch 020 | Step 02] Loss_cls = 1.7789, Loss_grad = 51.3492, L2 = 0.2056, Dot = 0.0296, Cosine = 0.8282
[Epoch 1 | Batch 020 | Step 03] Loss_cls = 1.7728, Loss_grad = 37.4764, L2 = 0.1765, Dot = 0.0222, Cosine = 0.6045
[Epoch 1 | Batch 020 | Step 04] Loss_cls = 1.7419, Loss_grad = 35.9996, L2 = 0.1733, Dot = 0.0201, Cosine = 0.5806
[Epoch 1 | Batch 021 | Step 00] Loss_cls = 1.7294, Loss_grad = 62.0000, L2 = 0.1951, Dot = 0.0268, Cosine = 1.0000
[Epoch 1 | Batch 021 | Step 01] Loss_cls = 1.6933, Loss_grad = 61.9967, L2 = 0.1620, Dot = 0.0193, Cosine = 0.9999
[Epoch 1 | Batch 021 | Step 02] Loss_cls = 1.6504, Loss_grad = 58.9832, L2 = 0.1413, Dot = 0.0160, Cosine = 0.9513
[Epoch 1 | Batch 021 | Step 03] Loss_cls = 1.6060, Loss_grad = 51.6907, L2 = 0.1276, Dot = 0.0132, Cosine = 0.8337
[Epoch 1 | Batch 021 | Step 04] Loss_cls = 1.5642, Loss_grad = 40.2591, L2 = 0.1211, Dot = 0.0103, Cosine = 0.6493
[Epoch 1 | Batch 022 | Step 00] Loss_cls = 1.5692, Loss_grad = 62.0000, L2 = 0.1733, Dot = 0.0224, Cosine = 1.0000
[Epoch 1 | Batch 022 | Step 01] Loss_cls = 1.4994, Loss_grad = 61.9931, L2 = 0.1413, Dot = 0.0155, Cosine = 0.9999
[Epoch 1 | Batch 022 | Step 02] Loss_cls = 1.5039, Loss_grad = 47.5055, L2 = 0.1194, Dot = 0.0094, Cosine = 0.7662
[Epoch 1 | Batch 022 | Step 03] Loss_cls = 1.4913, Loss_grad = 25.7261, L2 = 0.1056, Dot = 0.0052, Cosine = 0.4149
[Epoch 1 | Batch 022 | Step 04] Loss_cls = 1.5136, Loss_grad = 19.1472, L2 = 0.1265, Dot = 0.0083, Cosine = 0.3088
[Epoch 1 | Batch 023 | Step 00] Loss_cls = 1.7693, Loss_grad = 62.0000, L2 = 0.2487, Dot = 0.0480, Cosine = 1.0000
[Epoch 1 | Batch 023 | Step 01] Loss_cls = 1.6062, Loss_grad = 61.9964, L2 = 0.1703, Dot = 0.0197, Cosine = 0.9999
[Epoch 1 | Batch 023 | Step 02] Loss_cls = 1.5063, Loss_grad = 53.6058, L2 = 0.1029, Dot = 0.0071, Cosine = 0.8646
[Epoch 1 | Batch 023 | Step 03] Loss_cls = 1.5228, Loss_grad = 46.1938, L2 = 0.1381, Dot = 0.0149, Cosine = 0.7451
[Epoch 1 | Batch 023 | Step 04] Loss_cls = 1.5418, Loss_grad = 34.9766, L2 = 0.1513, Dot = 0.0142, Cosine = 0.5641
[Epoch 1 | Batch 024 | Step 00] Loss_cls = 1.7600, Loss_grad = 62.0000, L2 = 0.2427, Dot = 0.0467, Cosine = 1.0000
[Epoch 1 | Batch 024 | Step 01] Loss_cls = 1.6270, Loss_grad = 61.9935, L2 = 0.1475, Dot = 0.0152, Cosine = 0.9999
[Epoch 1 | Batch 024 | Step 02] Loss_cls = 1.6316, Loss_grad = 55.6842, L2 = 0.1412, Dot = 0.0145, Cosine = 0.8981
[Epoch 1 | Batch 024 | Step 03] Loss_cls = 1.6627, Loss_grad = 43.5666, L2 = 0.1475, Dot = 0.0172, Cosine = 0.7027
[Epoch 1 | Batch 024 | Step 04] Loss_cls = 1.6628, Loss_grad = 21.0401, L2 = 0.1407, Dot = 0.0167, Cosine = 0.3394
[Epoch 1 | Batch 025 | Step 00] Loss_cls = 1.6071, Loss_grad = 62.0000, L2 = 0.1599, Dot = 0.0191, Cosine = 1.0000
[Epoch 1 | Batch 025 | Step 01] Loss_cls = 1.5376, Loss_grad = 61.9944, L2 = 0.1157, Dot = 0.0081, Cosine = 0.9999
[Epoch 1 | Batch 025 | Step 02] Loss_cls = 1.4439, Loss_grad = 52.1799, L2 = 0.1061, Dot = 0.0080, Cosine = 0.8416
[Epoch 1 | Batch 025 | Step 03] Loss_cls = 1.4106, Loss_grad = 36.0324, L2 = 0.1071, Dot = 0.0091, Cosine = 0.5812
[Epoch 1 | Batch 025 | Step 04] Loss_cls = 1.3638, Loss_grad = 18.2389, L2 = 0.1050, Dot = 0.0066, Cosine = 0.2942
[Epoch 1 | Batch 026 | Step 00] Loss_cls = 1.6465, Loss_grad = 62.0000, L2 = 0.1645, Dot = 0.0214, Cosine = 1.0000
[Epoch 1 | Batch 026 | Step 01] Loss_cls = 1.5634, Loss_grad = 61.9945, L2 = 0.1473, Dot = 0.0148, Cosine = 0.9999
[Epoch 1 | Batch 026 | Step 02] Loss_cls = 1.6178, Loss_grad = 52.7552, L2 = 0.1334, Dot = 0.0113, Cosine = 0.8509
[Epoch 1 | Batch 026 | Step 03] Loss_cls = 1.6841, Loss_grad = 36.7791, L2 = 0.1276, Dot = 0.0107, Cosine = 0.5932
[Epoch 1 | Batch 026 | Step 04] Loss_cls = 1.7177, Loss_grad = 16.1273, L2 = 0.1151, Dot = 0.0073, Cosine = 0.2601
[Epoch 1 | Batch 027 | Step 00] Loss_cls = 1.6220, Loss_grad = 62.0000, L2 = 0.1569, Dot = 0.0188, Cosine = 1.0000
[Epoch 1 | Batch 027 | Step 01] Loss_cls = 1.5522, Loss_grad = 61.9919, L2 = 0.1216, Dot = 0.0096, Cosine = 0.9999
[Epoch 1 | Batch 027 | Step 02] Loss_cls = 1.5463, Loss_grad = 50.1404, L2 = 0.1177, Dot = 0.0144, Cosine = 0.8087
[Epoch 1 | Batch 027 | Step 03] Loss_cls = 1.5528, Loss_grad = 30.2094, L2 = 0.1142, Dot = 0.0113, Cosine = 0.4872
[Epoch 1 | Batch 027 | Step 04] Loss_cls = 1.5661, Loss_grad = 10.2972, L2 = 0.1097, Dot = 0.0060, Cosine = 0.1661
[Epoch 1 | Batch 028 | Step 00] Loss_cls = 1.6892, Loss_grad = 62.0000, L2 = 0.1945, Dot = 0.0277, Cosine = 1.0000
[Epoch 1 | Batch 028 | Step 01] Loss_cls = 1.6267, Loss_grad = 61.9940, L2 = 0.1547, Dot = 0.0164, Cosine = 0.9999
[Epoch 1 | Batch 028 | Step 02] Loss_cls = 1.5267, Loss_grad = 54.9933, L2 = 0.1217, Dot = 0.0112, Cosine = 0.8870
[Epoch 1 | Batch 028 | Step 03] Loss_cls = 1.4896, Loss_grad = 40.4062, L2 = 0.1096, Dot = 0.0098, Cosine = 0.6517
[Epoch 1 | Batch 028 | Step 04] Loss_cls = 1.4790, Loss_grad = 29.4484, L2 = 0.1092, Dot = 0.0085, Cosine = 0.4750
[Epoch 1 | Batch 029 | Step 00] Loss_cls = 1.6015, Loss_grad = 62.0000, L2 = 0.1296, Dot = 0.0120, Cosine = 1.0000
[Epoch 1 | Batch 029 | Step 01] Loss_cls = 1.5493, Loss_grad = 61.9929, L2 = 0.1113, Dot = 0.0084, Cosine = 0.9999
[Epoch 1 | Batch 029 | Step 02] Loss_cls = 1.6050, Loss_grad = 45.3093, L2 = 0.0969, Dot = 0.0049, Cosine = 0.7308
[Epoch 1 | Batch 029 | Step 03] Loss_cls = 1.6505, Loss_grad = 17.1268, L2 = 0.0920, Dot = 0.0038, Cosine = 0.2762
[Epoch 1 | Batch 029 | Step 04] Loss_cls = 1.6970, Loss_grad = -3.1432, L2 = 0.0969, Dot = 0.0048, Cosine = -0.0507
[Epoch 1 | Batch 030 | Step 00] Loss_cls = 1.7213, Loss_grad = 62.0000, L2 = 0.1905, Dot = 0.0317, Cosine = 1.0000
[Epoch 1 | Batch 030 | Step 01] Loss_cls = 1.6298, Loss_grad = 61.9929, L2 = 0.1462, Dot = 0.0153, Cosine = 0.9999
[Epoch 1 | Batch 030 | Step 02] Loss_cls = 1.4774, Loss_grad = 56.5816, L2 = 0.1182, Dot = 0.0079, Cosine = 0.9126
[Epoch 1 | Batch 030 | Step 03] Loss_cls = 1.4232, Loss_grad = 43.7999, L2 = 0.1037, Dot = 0.0059, Cosine = 0.7064
[Epoch 1 | Batch 030 | Step 04] Loss_cls = 1.3965, Loss_grad = 17.8154, L2 = 0.1001, Dot = 0.0060, Cosine = 0.2873
[Epoch 1 | Batch 031 | Step 00] Loss_cls = 1.6427, Loss_grad = 62.0000, L2 = 0.1334, Dot = 0.0128, Cosine = 1.0000
[Epoch 1 | Batch 031 | Step 01] Loss_cls = 1.6178, Loss_grad = 61.9892, L2 = 0.1348, Dot = 0.0129, Cosine = 0.9998
[Epoch 1 | Batch 031 | Step 02] Loss_cls = 1.4972, Loss_grad = 53.3632, L2 = 0.1231, Dot = 0.0095, Cosine = 0.8607
[Epoch 1 | Batch 031 | Step 03] Loss_cls = 1.4299, Loss_grad = 36.9123, L2 = 0.1125, Dot = 0.0064, Cosine = 0.5954
[Epoch 1 | Batch 031 | Step 04] Loss_cls = 1.3869, Loss_grad = 9.6723, L2 = 0.0994, Dot = 0.0030, Cosine = 0.1560
[Epoch 1 | Batch 032 | Step 00] Loss_cls = 1.4943, Loss_grad = 62.0000, L2 = 0.1363, Dot = 0.0128, Cosine = 1.0000
[Epoch 1 | Batch 032 | Step 01] Loss_cls = 1.4927, Loss_grad = 61.9939, L2 = 0.1455, Dot = 0.0151, Cosine = 0.9999
[Epoch 1 | Batch 032 | Step 02] Loss_cls = 1.4697, Loss_grad = 54.1076, L2 = 0.1384, Dot = 0.0125, Cosine = 0.8727
[Epoch 1 | Batch 032 | Step 03] Loss_cls = 1.4070, Loss_grad = 32.8703, L2 = 0.1107, Dot = 0.0054, Cosine = 0.5302
[Epoch 1 | Batch 032 | Step 04] Loss_cls = 1.3619, Loss_grad = 14.2879, L2 = 0.1067, Dot = 0.0035, Cosine = 0.2305
[Epoch 1 | Batch 033 | Step 00] Loss_cls = 1.5236, Loss_grad = 62.0000, L2 = 0.2145, Dot = 0.0331, Cosine = 1.0000
[Epoch 1 | Batch 033 | Step 01] Loss_cls = 1.4534, Loss_grad = 61.9803, L2 = 0.1775, Dot = 0.0216, Cosine = 0.9997
[Epoch 1 | Batch 033 | Step 02] Loss_cls = 1.3426, Loss_grad = 54.4376, L2 = 0.1491, Dot = 0.0137, Cosine = 0.8780
[Epoch 1 | Batch 033 | Step 03] Loss_cls = 1.3127, Loss_grad = 37.5074, L2 = 0.1286, Dot = 0.0087, Cosine = 0.6050
[Epoch 1 | Batch 033 | Step 04] Loss_cls = 1.3160, Loss_grad = 11.5770, L2 = 0.1156, Dot = 0.0045, Cosine = 0.1867
[Epoch 1 | Batch 034 | Step 00] Loss_cls = 1.6425, Loss_grad = 62.0000, L2 = 0.2359, Dot = 0.0372, Cosine = 1.0000
[Epoch 1 | Batch 034 | Step 01] Loss_cls = 1.5591, Loss_grad = 61.9708, L2 = 0.1897, Dot = 0.0226, Cosine = 0.9995
[Epoch 1 | Batch 034 | Step 02] Loss_cls = 1.3107, Loss_grad = 47.1034, L2 = 0.1280, Dot = 0.0090, Cosine = 0.7597
[Epoch 1 | Batch 034 | Step 03] Loss_cls = 1.2245, Loss_grad = 23.8396, L2 = 0.0991, Dot = 0.0051, Cosine = 0.3845
[Epoch 1 | Batch 034 | Step 04] Loss_cls = 1.2432, Loss_grad = 18.5355, L2 = 0.1176, Dot = 0.0075, Cosine = 0.2990
[Epoch 1 | Batch 035 | Step 00] Loss_cls = 1.5565, Loss_grad = 62.0000, L2 = 0.1990, Dot = 0.0276, Cosine = 1.0000
[Epoch 1 | Batch 035 | Step 01] Loss_cls = 1.4711, Loss_grad = 61.9962, L2 = 0.1527, Dot = 0.0156, Cosine = 0.9999
[Epoch 1 | Batch 035 | Step 02] Loss_cls = 1.3208, Loss_grad = 53.0083, L2 = 0.1090, Dot = 0.0067, Cosine = 0.8550
