[Epoch 1 | Batch 000 ] loss = 2.3838 L2 = 0.0000, Cosine = 1.0000
[Epoch 2 | Batch 014 ] loss = 1.6410 L2 = 0.0512, Cosine = 0.7470
[Epoch 2 | Batch 015 ] loss = 1.6553 L2 = 0.0452, Cosine = 0.7877
[Epoch 2 | Batch 016 ] loss = 1.6438 L2 = 0.0406, Cosine = 0.7095
[Epoch 2 | Batch 017 ] loss = 1.7796 L2 = 0.0536, Cosine = 0.6810
[Epoch 2 | Batch 018 ] loss = 1.6390 L2 = 0.0527, Cosine = 0.6915
[Epoch 2 | Batch 019 ] loss = 1.6482 L2 = 0.0450, Cosine = 0.7110
[Epoch 2 | Batch 020 ] loss = 1.7079 L2 = 0.0419, Cosine = 0.8321
[Epoch 2 | Batch 021 ] loss = 1.6714 L2 = 0.0400, Cosine = 0.9045
[Epoch 2 | Batch 022 ] loss = 1.6249 L2 = 0.0419, Cosine = 0.8151
[Epoch 2 | Batch 023 ] loss = 1.6501 L2 = 0.0414, Cosine = 0.8014
[Epoch 2 | Batch 024 ] loss = 1.5763 L2 = 0.0440, Cosine = 0.8268
[Epoch 2 | Batch 025 ] loss = 1.5969 L2 = 0.0419, Cosine = 0.7849
[Epoch 2 | Batch 026 ] loss = 1.7161 L2 = 0.0589, Cosine = 0.6766
[Epoch 2 | Batch 027 ] loss = 1.6520 L2 = 0.0463, Cosine = 0.7849
[Epoch 2 | Batch 028 ] loss = 1.6621 L2 = 0.0437, Cosine = 0.9213
[Epoch 2 | Batch 029 ] loss = 1.5911 L2 = 0.0475, Cosine = 0.7914
[Epoch 2 | Batch 030 ] loss = 1.6151 L2 = 0.0430, Cosine = 0.8384
[Epoch 2 | Batch 031 ] loss = 1.6782 L2 = 0.0392, Cosine = 0.8736
[Epoch 2 | Batch 032 ] loss = 1.6607 L2 = 0.0413, Cosine = 0.8652
[Epoch 2 | Batch 033 ] loss = 1.6482 L2 = 0.0443, Cosine = 0.8316
[Epoch 2 | Batch 034 ] loss = 1.6526 L2 = 0.0399, Cosine = 0.8450
[Epoch 2 | Batch 035 ] loss = 1.6677 L2 = 0.0454, Cosine = 0.8425
[Epoch 2 | Batch 036 ] loss = 1.6119 L2 = 0.0416, Cosine = 0.8577
[Epoch 2 | Batch 037 ] loss = 1.5849 L2 = 0.0433, Cosine = 0.8759
[Epoch 2 | Batch 038 ] loss = 1.4961 L2 = 0.0479, Cosine = 0.8031
[Epoch 2 | Batch 039 ] loss = 1.5515 L2 = 0.0551, Cosine = 0.7331
[Epoch 2 | Batch 040 ] loss = 1.5054 L2 = 0.0461, Cosine = 0.8099
[Epoch 2 | Batch 041 ] loss = 1.6238 L2 = 0.0693, Cosine = 0.7861
[Epoch 2 | Batch 042 ] loss = 1.6187 L2 = 0.0488, Cosine = 0.8937
[Epoch 2 | Batch 043 ] loss = 1.5079 L2 = 0.0457, Cosine = 0.8129
[Epoch 2 | Batch 044 ] loss = 1.4930 L2 = 0.0437, Cosine = 0.8783
[Epoch 2 | Batch 045 ] loss = 1.5394 L2 = 0.0467, Cosine = 0.7717
[Epoch 2 | Batch 046 ] loss = 1.5471 L2 = 0.0410, Cosine = 0.8736
[Epoch 2 | Batch 047 ] loss = 1.5817 L2 = 0.0569, Cosine = 0.7340
[Epoch 2 | Batch 048 ] loss = 1.5004 L2 = 0.0511, Cosine = 0.7405
[Epoch 2 | Batch 049 ] loss = 1.5140 L2 = 0.0437, Cosine = 0.8294
[Epoch 2 | Batch 050 ] loss = 1.5391 L2 = 0.0511, Cosine = 0.7545
[Epoch 2 | Batch 051 ] loss = 1.5089 L2 = 0.0456, Cosine = 0.7974
[Epoch 2 | Batch 052 ] loss = 1.5068 L2 = 0.0480, Cosine = 0.8174
[Epoch 2 | Batch 053 ] loss = 1.5563 L2 = 0.0434, Cosine = 0.8723
[Epoch 2 | Batch 054 ] loss = 1.3964 L2 = 0.0437, Cosine = 0.7577
[Epoch 2 | Batch 055 ] loss = 1.4010 L2 = 0.0424, Cosine = 0.8471
[Epoch 2 | Batch 056 ] loss = 1.4646 L2 = 0.0477, Cosine = 0.8391
[Epoch 2 | Batch 057 ] loss = 1.4654 L2 = 0.0465, Cosine = 0.8095
[Epoch 2 | Batch 058 ] loss = 1.4128 L2 = 0.0485, Cosine = 0.7749
[Epoch 2 | Batch 059 ] loss = 1.4809 L2 = 0.0478, Cosine = 0.8120
[Epoch 2 | Batch 060 ] loss = 1.4482 L2 = 0.0613, Cosine = 0.7197
[Epoch 2 | Batch 061 ] loss = 1.5769 L2 = 0.0507, Cosine = 0.7930
[Epoch 2 | Batch 062 ] loss = 1.4317 L2 = 0.0562, Cosine = 0.7584
[Epoch 2 | Batch 063 ] loss = 1.4127 L2 = 0.0461, Cosine = 0.8879
[Epoch 2 | Batch 064 ] loss = 1.4012 L2 = 0.0476, Cosine = 0.8843
[Epoch 2 | Batch 065 ] loss = 1.4380 L2 = 0.0476, Cosine = 0.7890
[Epoch 2 | Batch 066 ] loss = 1.4263 L2 = 0.0457, Cosine = 0.8415
[Epoch 2 | Batch 067 ] loss = 1.4499 L2 = 0.0558, Cosine = 0.7833
[Epoch 2 | Batch 068 ] loss = 1.5032 L2 = 0.0504, Cosine = 0.9229
[Epoch 2 | Batch 069 ] loss = 1.4134 L2 = 0.0519, Cosine = 0.7735
[Epoch 2 | Batch 070 ] loss = 1.4961 L2 = 0.0556, Cosine = 0.8373
[Epoch 2 | Batch 071 ] loss = 1.4080 L2 = 0.0535, Cosine = 0.8099
[Epoch 2 | Batch 072 ] loss = 1.4393 L2 = 0.0459, Cosine = 0.9097
[Epoch 2 | Batch 073 ] loss = 1.4540 L2 = 0.0606, Cosine = 0.8541
[Epoch 2 | Batch 074 ] loss = 1.4580 L2 = 0.0540, Cosine = 0.7507
[Epoch 2 | Batch 075 ] loss = 1.3797 L2 = 0.0527, Cosine = 0.8288
[Epoch 2 | Batch 076 ] loss = 1.3822 L2 = 0.0518, Cosine = 0.8234
[Epoch 2 | Batch 077 ] loss = 1.4257 L2 = 0.0497, Cosine = 0.8731
[Epoch 2 | Batch 078 ] loss = 1.4081 L2 = 0.0429, Cosine = 0.8766
[Epoch 2 | Batch 079 ] loss = 1.4849 L2 = 0.0530, Cosine = 0.8407
[Epoch 2 | Batch 080 ] loss = 1.3875 L2 = 0.0511, Cosine = 0.8609
[Epoch 2 | Batch 081 ] loss = 1.4564 L2 = 0.0472, Cosine = 0.8765
[Epoch 2 | Batch 082 ] loss = 1.4052 L2 = 0.0504, Cosine = 0.8720
[Epoch 2 | Batch 083 ] loss = 1.3516 L2 = 0.0596, Cosine = 0.8200
[Epoch 2 | Batch 084 ] loss = 1.4600 L2 = 0.0545, Cosine = 0.8522
[Epoch 2 | Batch 085 ] loss = 1.3461 L2 = 0.0513, Cosine = 0.8340
[Epoch 2 | Batch 086 ] loss = 1.3770 L2 = 0.0488, Cosine = 0.9030
[Epoch 2 | Batch 087 ] loss = 1.4304 L2 = 0.0565, Cosine = 0.7585
[Epoch 2 | Batch 088 ] loss = 1.4632 L2 = 0.0546, Cosine = 0.7990
[Epoch 2 | Batch 089 ] loss = 1.3943 L2 = 0.0488, Cosine = 0.8614
[Epoch 2 | Batch 090 ] loss = 1.3704 L2 = 0.0492, Cosine = 0.8777
[Epoch 2 | Batch 091 ] loss = 1.3961 L2 = 0.0565, Cosine = 0.8080
[Epoch 2 | Batch 092 ] loss = 1.4054 L2 = 0.0508, Cosine = 0.8906
[Epoch 2 | Batch 093 ] loss = 1.3154 L2 = 0.0519, Cosine = 0.8212
[Epoch 2 | Batch 094 ] loss = 1.2941 L2 = 0.0591, Cosine = 0.7799
[Epoch 2 | Batch 095 ] loss = 1.3268 L2 = 0.0548, Cosine = 0.8227
[Epoch 2 | Batch 096 ] loss = 1.3598 L2 = 0.0630, Cosine = 0.8317
[Epoch 2 | Batch 097 ] loss = 1.3487 L2 = 0.0696, Cosine = 0.7966
Epoch [2] Test Acc: 38.77% 
[Epoch 3 | Batch 000 ] loss = 2.0650 L2 = 0.1472, Cosine = 0.4648
[Epoch 3 | Batch 001 ] loss = 1.6784 L2 = 0.1127, Cosine = 0.3268
[Epoch 3 | Batch 002 ] loss = 1.7227 L2 = 0.0976, Cosine = 0.6436
[Epoch 3 | Batch 003 ] loss = 1.7728 L2 = 0.0991, Cosine = 0.6631
[Epoch 3 | Batch 004 ] loss = 1.7164 L2 = 0.0708, Cosine = 0.7913
[Epoch 3 | Batch 005 ] loss = 1.7349 L2 = 0.0686, Cosine = 0.7346
[Epoch 3 | Batch 006 ] loss = 1.7477 L2 = 0.0628, Cosine = 0.6419
[Epoch 3 | Batch 007 ] loss = 1.6190 L2 = 0.0562, Cosine = 0.7700
[Epoch 3 | Batch 008 ] loss = 1.7346 L2 = 0.0574, Cosine = 0.6838
[Epoch 3 | Batch 009 ] loss = 1.6148 L2 = 0.0557, Cosine = 0.6062
[Epoch 3 | Batch 010 ] loss = 1.6439 L2 = 0.0669, Cosine = 0.5250
[Epoch 3 | Batch 011 ] loss = 1.6133 L2 = 0.0643, Cosine = 0.5869
[Epoch 3 | Batch 012 ] loss = 1.5561 L2 = 0.0634, Cosine = 0.5022
[Epoch 3 | Batch 013 ] loss = 1.5971 L2 = 0.0786, Cosine = 0.4821
[Epoch 3 | Batch 014 ] loss = 1.6499 L2 = 0.0821, Cosine = 0.5503
[Epoch 3 | Batch 015 ] loss = 1.6353 L2 = 0.0867, Cosine = 0.6728
[Epoch 3 | Batch 016 ] loss = 1.6272 L2 = 0.0851, Cosine = 0.5072
[Epoch 3 | Batch 017 ] loss = 1.6440 L2 = 0.0939, Cosine = 0.4072
[Epoch 3 | Batch 018 ] loss = 1.6059 L2 = 0.0771, Cosine = 0.6478
[Epoch 3 | Batch 019 ] loss = 1.6023 L2 = 0.0755, Cosine = 0.5628
[Epoch 3 | Batch 020 ] loss = 1.5182 L2 = 0.0746, Cosine = 0.4908
[Epoch 3 | Batch 021 ] loss = 1.6386 L2 = 0.0688, Cosine = 0.7699
[Epoch 3 | Batch 022 ] loss = 1.6669 L2 = 0.0815, Cosine = 0.4345
[Epoch 3 | Batch 023 ] loss = 1.5957 L2 = 0.0650, Cosine = 0.6662
[Epoch 3 | Batch 024 ] loss = 1.6389 L2 = 0.0749, Cosine = 0.6359
[Epoch 3 | Batch 025 ] loss = 1.5906 L2 = 0.0717, Cosine = 0.7713
[Epoch 3 | Batch 026 ] loss = 1.5899 L2 = 0.0718, Cosine = 0.6542
[Epoch 3 | Batch 027 ] loss = 1.5922 L2 = 0.0721, Cosine = 0.6626
[Epoch 3 | Batch 028 ] loss = 1.5994 L2 = 0.0789, Cosine = 0.7038
[Epoch 3 | Batch 029 ] loss = 1.5866 L2 = 0.0766, Cosine = 0.6438
[Epoch 3 | Batch 030 ] loss = 1.5913 L2 = 0.0748, Cosine = 0.5887
[Epoch 3 | Batch 031 ] loss = 1.5953 L2 = 0.0777, Cosine = 0.7102
[Epoch 3 | Batch 032 ] loss = 1.5684 L2 = 0.0720, Cosine = 0.6576
[Epoch 3 | Batch 033 ] loss = 1.5103 L2 = 0.0708, Cosine = 0.5927
[Epoch 3 | Batch 034 ] loss = 1.4950 L2 = 0.0719, Cosine = 0.4709
[Epoch 3 | Batch 035 ] loss = 1.5725 L2 = 0.0831, Cosine = 0.4905
[Epoch 3 | Batch 036 ] loss = 1.5414 L2 = 0.0739, Cosine = 0.5449
[Epoch 3 | Batch 037 ] loss = 1.5841 L2 = 0.0750, Cosine = 0.5933
[Epoch 3 | Batch 038 ] loss = 1.5164 L2 = 0.0752, Cosine = 0.6761
[Epoch 3 | Batch 039 ] loss = 1.4945 L2 = 0.0755, Cosine = 0.5768
[Epoch 3 | Batch 040 ] loss = 1.4591 L2 = 0.0661, Cosine = 0.6539
[Epoch 3 | Batch 041 ] loss = 1.5263 L2 = 0.0866, Cosine = 0.5002
[Epoch 3 | Batch 042 ] loss = 1.4288 L2 = 0.0762, Cosine = 0.5201
[Epoch 3 | Batch 043 ] loss = 1.4708 L2 = 0.0804, Cosine = 0.6271
[Epoch 3 | Batch 044 ] loss = 1.4504 L2 = 0.0808, Cosine = 0.5408
[Epoch 3 | Batch 045 ] loss = 1.5319 L2 = 0.0906, Cosine = 0.5804
[Epoch 3 | Batch 046 ] loss = 1.4488 L2 = 0.0848, Cosine = 0.7167
[Epoch 3 | Batch 047 ] loss = 1.5323 L2 = 0.0914, Cosine = 0.6734
[Epoch 3 | Batch 048 ] loss = 1.4435 L2 = 0.0858, Cosine = 0.5653
[Epoch 3 | Batch 049 ] loss = 1.5037 L2 = 0.0860, Cosine = 0.6442
[Epoch 3 | Batch 050 ] loss = 1.4868 L2 = 0.0935, Cosine = 0.7710
[Epoch 3 | Batch 051 ] loss = 1.3855 L2 = 0.0847, Cosine = 0.6530
[Epoch 3 | Batch 052 ] loss = 1.4184 L2 = 0.0932, Cosine = 0.5764
[Epoch 3 | Batch 053 ] loss = 1.5339 L2 = 0.0964, Cosine = 0.5631
[Epoch 3 | Batch 054 ] loss = 1.4474 L2 = 0.0845, Cosine = 0.6240
[Epoch 3 | Batch 055 ] loss = 1.4731 L2 = 0.0857, Cosine = 0.7357
[Epoch 3 | Batch 056 ] loss = 1.4615 L2 = 0.0854, Cosine = 0.6080
[Epoch 3 | Batch 057 ] loss = 1.4863 L2 = 0.0778, Cosine = 0.6989
[Epoch 3 | Batch 058 ] loss = 1.5532 L2 = 0.0742, Cosine = 0.7201
[Epoch 3 | Batch 059 ] loss = 1.4516 L2 = 0.0727, Cosine = 0.6658
[Epoch 3 | Batch 060 ] loss = 1.4248 L2 = 0.0740, Cosine = 0.6683
[Epoch 3 | Batch 061 ] loss = 1.4582 L2 = 0.0816, Cosine = 0.5896
[Epoch 3 | Batch 062 ] loss = 1.4772 L2 = 0.0879, Cosine = 0.5325
[Epoch 3 | Batch 063 ] loss = 1.3641 L2 = 0.0822, Cosine = 0.6512
[Epoch 3 | Batch 064 ] loss = 1.3927 L2 = 0.0969, Cosine = 0.6321
[Epoch 3 | Batch 065 ] loss = 1.5357 L2 = 0.0929, Cosine = 0.6895
[Epoch 3 | Batch 066 ] loss = 1.4478 L2 = 0.0888, Cosine = 0.6273
[Epoch 3 | Batch 067 ] loss = 1.4659 L2 = 0.0869, Cosine = 0.6367
[Epoch 3 | Batch 068 ] loss = 1.4252 L2 = 0.0828, Cosine = 0.6229
[Epoch 3 | Batch 069 ] loss = 1.4186 L2 = 0.0806, Cosine = 0.4220
[Epoch 3 | Batch 070 ] loss = 1.4776 L2 = 0.0896, Cosine = 0.5542
[Epoch 3 | Batch 071 ] loss = 1.4033 L2 = 0.0897, Cosine = 0.5694
[Epoch 3 | Batch 072 ] loss = 1.3951 L2 = 0.0853, Cosine = 0.7293
[Epoch 3 | Batch 073 ] loss = 1.3724 L2 = 0.0918, Cosine = 0.7144
[Epoch 3 | Batch 074 ] loss = 1.4552 L2 = 0.0937, Cosine = 0.5336
[Epoch 3 | Batch 075 ] loss = 1.4662 L2 = 0.0911, Cosine = 0.5076
[Epoch 3 | Batch 076 ] loss = 1.4612 L2 = 0.0867, Cosine = 0.5365
[Epoch 3 | Batch 077 ] loss = 1.4285 L2 = 0.0834, Cosine = 0.6016
[Epoch 3 | Batch 078 ] loss = 1.4017 L2 = 0.0848, Cosine = 0.5829
[Epoch 3 | Batch 079 ] loss = 1.3984 L2 = 0.0784, Cosine = 0.5981
[Epoch 3 | Batch 080 ] loss = 1.3692 L2 = 0.0930, Cosine = 0.5960
[Epoch 3 | Batch 081 ] loss = 1.4290 L2 = 0.0905, Cosine = 0.6184
[Epoch 3 | Batch 082 ] loss = 1.2843 L2 = 0.0992, Cosine = 0.4727
[Epoch 3 | Batch 083 ] loss = 1.3697 L2 = 0.0856, Cosine = 0.7012
[Epoch 3 | Batch 084 ] loss = 1.4300 L2 = 0.1035, Cosine = 0.5840
[Epoch 3 | Batch 085 ] loss = 1.3745 L2 = 0.0909, Cosine = 0.6875
[Epoch 3 | Batch 086 ] loss = 1.4328 L2 = 0.0985, Cosine = 0.6403
[Epoch 3 | Batch 087 ] loss = 1.3282 L2 = 0.0950, Cosine = 0.6480
[Epoch 3 | Batch 088 ] loss = 1.4258 L2 = 0.1033, Cosine = 0.6587
[Epoch 3 | Batch 089 ] loss = 1.4018 L2 = 0.0876, Cosine = 0.7376
[Epoch 3 | Batch 090 ] loss = 1.3448 L2 = 0.0947, Cosine = 0.5138
[Epoch 3 | Batch 091 ] loss = 1.3482 L2 = 0.0918, Cosine = 0.5334
[Epoch 3 | Batch 092 ] loss = 1.3983 L2 = 0.0995, Cosine = 0.6681
[Epoch 3 | Batch 093 ] loss = 1.3777 L2 = 0.0869, Cosine = 0.5570
[Epoch 3 | Batch 094 ] loss = 1.3233 L2 = 0.0873, Cosine = 0.7016
[Epoch 3 | Batch 095 ] loss = 1.3978 L2 = 0.0895, Cosine = 0.7717
[Epoch 3 | Batch 096 ] loss = 1.4187 L2 = 0.0876, Cosine = 0.7128
[Epoch 3 | Batch 097 ] loss = 1.2713 L2 = 0.1001, Cosine = 0.5428
Epoch [3] Test Acc: 51.12% 
[Epoch 4 | Batch 000 ] loss = 1.6984 L2 = 0.1713, Cosine = -0.0639
